"North_cor","East_cor","WaterSE","Code","Point","VertPrec"
1842391.62,6057648.247,7.369,"echo","10362",0.05315
1842391.571,6057649.781,7.379,"echo","10363",0.05319
1842391.929,6057650.587,7.399,"echo","10364",0.05335
1842392.248,6057650.994,7.433,"echo","10365",0.05328
1842393.248,6057651.369,7.4,"echo","10366",0.05332
1842393.997,6057651.852,7.349,"echo","10367",0.05335
1842394.723,6057653.223,7.4,"echo","10368",0.05339
1842396.148,6057653.799,7.384,"echo","10369",0.05381
1842397.492,6057654.138,7.387,"echo","10370",0.05391
1842398.68,6057654.647,7.441,"echo","10371",0.054
1842400.021,6057654.139,7.375,"echo","10372",0.0541
1842401.055,6057654.069,7.43,"echo","10373",0.05419
1842401.816,6057653.359,7.349,"echo","10374",0.05442
1842402.81,6057652.815,7.305,"echo","10375",0.05435
1842404.74,6057651.874,7.365,"echo","10376",0.05443
1842406.013,6057650.687,7.371,"echo","10377",0.05451
1842406.816,6057649.424,7.308,"echo","10378",0.05564
1842408.525,6057647.846,7.33,"echo","10379",0.05467
1842409.856,6057646.353,7.315,"echo","10380",0.05473
1842411.601,6057644.883,7.273,"echo","10381",0.05479
1842413.398,6057643.584,7.337,"echo","10382",0.05517
1842414.796,6057642.023,7.344,"echo","10383",0.05491
1842416.12,6057640.543,7.289,"echo","10384",0.05513
1842418.053,6057639.218,7.34,"echo","10385",0.05502
1842419.662,6057637.826,7.381,"echo","10386",0.05507
1842421.002,6057636.322,7.338,"echo","10387",0.05525
1842422.688,6057634.975,7.279,"echo","10388",0.05548
1842424.532,6057633.873,7.36,"echo","10389",0.05522
1842425.989,6057632.435,7.335,"echo","10390",0.05581
1842427.28,6057631.109,7.375,"echo","10391",0.0553
1842429.05,6057629.972,7.418,"echo","10392",0.05547
1842430.432,6057629.025,7.421,"echo","10393",0.05555
1842431.707,6057628.743,7.375,"echo","10394",0.05578
1842432.785,6057628.637,7.412,"echo","10395",0.05547
1842434.624,6057629.068,7.453,"echo","10396",0.05591
1842435.88,6057629.214,7.375,"echo","10397",0.05573
1842437.425,6057630.043,7.459,"echo","10398",0.05577
1842438.581,6057630.886,7.482,"echo","10399",0.05561
1842439.993,6057631.275,7.397,"echo","10400",0.05565
1842441.072,6057632.885,7.505,"echo","10401",0.05692
1842441.828,6057634.201,7.346,"echo","10402",0.05606
1842442.225,6057635.879,7.37,"echo","10403",0.05627
1842442.602,6057637.412,7.389,"echo","10404",0.05665
1842442.909,6057639.215,7.331,"echo","10405",0.05761
1842442.54,6057641.189,7.377,"echo","10406",0.0569
1842442.182,6057642.902,7.411,"echo","10407",0.057
1842442.336,6057644.917,7.347,"echo","10408",0.05485
1842441.694,6057646.993,7.338,"echo","10409",0.05469
1842440.905,6057648.863,7.362,"echo","10410",0.05509
1842440.607,6057651.181,7.333,"echo","10411",0.05504
1842440.027,6057653.229,7.328,"echo","10412",0.05477
1842438.871,6057655.21,7.367,"echo","10413",0.05501
1842438.214,6057657.462,7.401,"echo","10414",0.055
1842437.759,6057659.494,7.341,"echo","10415",0.05486
1842436.598,6057661.6,7.386,"echo","10416",0.05488
1842435.727,6057663.591,7.388,"echo","10417",0.05491
1842435.319,6057665.861,7.347,"echo","10418",0.05493
1842434.857,6057667.884,7.289,"echo","10419",0.05529
1842434.085,6057669.822,7.39,"echo","10420",0.05497
1842434.214,6057672.058,7.361,"echo","10421",0.055
1842434.323,6057673.997,7.386,"echo","10422",0.05525
1842434.896,6057675.709,7.401,"echo","10423",0.05504
1842435.659,6057677.124,7.423,"echo","10424",0.05523
1842436.683,6057678.067,7.459,"echo","10425",0.05525
1842437.695,6057678.706,7.448,"echo","10426",0.05592
1842438.697,6057678.893,7.488,"echo","10427",0.05385
1842439.57,6057678.851,7.396,"echo","10428",0.05421
1842440.325,6057678.704,7.477,"echo","10429",0.05414
1842440.955,6057678.245,7.403,"echo","10430",0.05438
1842442.334,6057677.76,7.237,"echo","10431",0.05453
1842444.103,6057677.299,7.313,"echo","10432",0.05445
1842445.155,6057676.043,7.386,"echo","10433",0.05422
1842446.018,6057674.974,7.362,"echo","10434",0.05427
1842447.783,6057673.463,7.305,"echo","10435",0.05432
1842449.351,6057672.078,7.376,"echo","10436",0.05436
1842450.377,6057670.55,7.348,"echo","10437",0.05456
1842451.436,6057669.105,7.364,"echo","10438",0.05444
1842453.274,6057667.335,7.307,"echo","10439",0.05535
1842454.54,6057665.71,7.394,"echo","10440",0.05464
1842455.536,6057664.22,7.4,"echo","10441",0.05456
1842457,6057662.558,7.36,"echo","10442",0.0546
1842458.526,6057661.053,7.393,"echo","10443",0.05464
1842459.656,6057659.439,7.357,"echo","10444",0.05467
1842460.674,6057657.917,7.348,"echo","10445",0.0547
1842462.535,6057656.33,7.33,"echo","10446",0.05473
1842463.888,6057654.941,7.332,"echo","10447",0.05483
1842465.537,6057653.714,7.355,"echo","10448",0.05495
1842467.297,6057652.678,7.407,"echo","10449",0.05481
1842469.046,6057652.008,7.41,"echo","10450",0.05484
1842471.086,6057651.839,7.38,"echo","10451",0.05486
1842472.545,6057651.804,7.427,"echo","10452",0.05488
1842473.494,6057651.896,7.406,"echo","10453",0.05491
1842474.483,6057652.561,7.407,"echo","10454",0.0551
1842475.201,6057653.529,7.396,"echo","10455",0.05575
1842475.857,6057654.582,7.402,"echo","10456",0.05585
1842476.201,6057655.898,7.397,"echo","10457",0.05583
1842476.429,6057657.238,7.395,"echo","10458",0.05599
1842476.089,6057658.783,7.382,"echo","10459",0.05632
1842476.22,6057660.471,7.409,"echo","10460",0.05618
1842476.567,6057662.252,7.351,"echo","10461",0.05628
1842476.004,6057664.363,7.359,"echo","10462",0.05639
1842475.336,6057666.203,7.39,"echo","10463",0.05648
1842475.175,6057668.451,7.315,"echo","10464",0.05667
1842474.648,6057670.479,7.321,"echo","10465",0.05676
1842473.612,6057672.419,7.377,"echo","10466",0.0579
1842473.005,6057674.542,7.364,"echo","10467",0.05714
1842472.561,6057676.525,7.363,"echo","10468",0.05709
1842471.483,6057678.625,7.336,"echo","10469",0.05717
1842470.383,6057680.462,7.449,"echo","10470",0.05486
1842469.709,6057682.611,7.39,"echo","10471",0.05289
1842469.041,6057684.565,7.367,"echo","10472",0.05291
1842467.889,6057686.395,7.413,"echo","10473",0.05307
1842467.102,6057688.349,7.428,"echo","10474",0.05318
1842466.534,6057690.359,7.476,"echo","10475",0.05313
1842466.326,6057691.956,7.446,"echo","10476",0.05313
1842466.668,6057693.052,7.486,"echo","10477",0.053
1842467.324,6057693.507,7.469,"echo","10478",0.05318
1842468.151,6057693.792,7.475,"echo","10479",0.05377
1842469.357,6057694.043,7.454,"echo","10480",0.05388
1842470.14,6057694.294,7.508,"echo","10481",0.05398
1842471.289,6057694.224,7.503,"echo","10482",0.05441
1842472.22,6057694.105,7.491,"echo","10483",0.05418
1842473.067,6057693.683,7.456,"echo","10484",0.05428
1842474.04,6057693.489,7.457,"echo","10485",0.05278
1842474.979,6057692.685,7.434,"echo","10486",0.0528
1842475.742,6057691.973,7.456,"echo","10487",0.05281
1842476.124,6057691.079,7.404,"echo","10488",0.05278
1842477.087,6057689.872,7.334,"echo","10489",0.0527
1842478.338,6057688.39,7.448,"echo","10490",0.05272
1842478.849,6057686.699,7.396,"echo","10491",0.05292
1842479.155,6057685.127,7.345,"echo","10492",0.05276
1842480.065,6057682.952,7.383,"echo","10493",0.05278
1842480.488,6057681.128,7.317,"echo","10494",0.0528
1842481.426,6057679.098,7.364,"echo","10495",0.0529
1842482.053,6057677.371,7.378,"echo","10496",0.05313
1842483.08,6057675.531,7.316,"echo","10497",0.05284
1842484.385,6057674.092,7.426,"echo","10498",0.05286
1842485.22,6057672.24,7.363,"echo","10499",0.05287
1842486.002,6057670.547,7.36,"echo","10500",0.05288
1842487.45,6057669.071,7.409,"echo","10501",0.05299
1842488.607,6057667.632,7.383,"echo","10502",0.05325
1842489.788,6057666.345,7.428,"echo","10503",0.05318
1842491.425,6057665.372,7.435,"echo","10504",0.05311
1842492.822,6057664.576,7.453,"echo","10505",0.05313
1842494.082,6057663.958,7.416,"echo","10506",0.05343
1842495.171,6057663.537,7.484,"echo","10507",0.053
1842496.155,6057663.333,7.443,"echo","10508",0.05333
1842496.858,6057663.378,7.489,"echo","10509",0.053
1842497.41,6057663.417,7.502,"echo","10510",0.05327
1842497.692,6057663.463,7.5,"echo","10511",0.0539
1842497.7,6057663.46,7.47,"echo","10512",0.05524
1842497.491,6057663.507,7.452,"echo","10513",0.05558
1842497.113,6057663.518,7.522,"echo","10514",0.0559
1842488.508,6057664.518,7.42,"echo","10515",0.05441
1842488.566,6057664.551,7.432,"echo","10516",0.05444
1842488.596,6057664.473,7.446,"echo","10517",0.05447
1842488.606,6057664.535,7.439,"echo","10518",0.0545
1842488.702,6057664.343,7.433,"echo","10519",0.05453
1842488.872,6057664.382,7.418,"echo","10520",0.05456
1842490.121,6057665.158,7.42,"echo","10521",0.05459
1842491.048,6057665.739,7.422,"echo","10522",0.05479
1842492.026,6057666.5,7.342,"echo","10523",0.05483
1842492.697,6057667.604,7.493,"echo","10524",0.05604
1842494.131,6057668.053,7.441,"echo","10525",0.05811
1842495.801,6057668.397,7.398,"echo","10526",0.05373
1842497.111,6057669.951,7.468,"echo","10527",0.05383
1842498.463,6057671.149,7.446,"echo","10528",0.0536
1842500.424,6057671.952,7.356,"echo","10529",0.05388
1842501.953,6057672.951,7.321,"echo","10530",0.05415
1842503.379,6057674.23,7.316,"echo","10531",0.05373
1842504.752,6057675.237,7.475,"echo","10532",0.05379
1842506.43,6057675.783,7.345,"echo","10533",0.05394
1842507.875,6057676.685,7.4,"echo","10534",0.05391
1842509.373,6057677.863,7.316,"echo","10535",0.05374
1842510.955,6057678.617,7.327,"echo","10536",0.05458
1842512.608,6057678.964,7.336,"echo","10537",0.05419
1842514.183,6057679.688,7.37,"echo","10538",0.05409
1842516.022,6057680.843,7.369,"echo","10539",0.05423
1842517.532,6057681.743,7.408,"echo","10540",0.05412
1842518.844,6057682.588,7.407,"echo","10541",0.05417
1842520.018,6057683.321,7.385,"echo","10542",0.05426
1842521.094,6057683.993,7.385,"echo","10543",0.05426
1842521.92,6057684.655,7.437,"echo","10544",0.05431
1842523.171,6057685.05,7.412,"echo","10545",0.05435
1842524.566,6057685.235,7.403,"echo","10546",0.05444
1842526.122,6057685.968,7.293,"echo","10547",0.0546
1842527.436,6057686.948,7.411,"echo","10548",0.05601
1842529.175,6057687.287,7.397,"echo","10549",0.05346
1842530.735,6057687.658,7.362,"echo","10550",0.05434
1842532.512,6057688.676,7.402,"echo","10551",0.05405
1842534.078,6057689.585,7.463,"echo","10552",0.05449
1842535.882,6057689.932,7.478,"echo","10553",0.05457
1842537.526,6057690.33,7.403,"echo","10554",0.0541
1842539.365,6057691.151,7.354,"echo","10555",0.05469
1842540.953,6057691.974,7.428,"echo","10556",0.05746
1842542.731,6057692.318,7.404,"echo","10557",0.05776
1842544.351,6057692.671,7.376,"echo","10558",0.0534
1842546.205,6057693.551,7.373,"echo","10559",0.05333
1842547.83,6057694.465,7.407,"echo","10560",0.05411
1842549.571,6057695.035,7.393,"echo","10561",0.05382
1842551.296,6057695.362,7.36,"echo","10562",0.05357
1842553.083,6057696.197,7.336,"echo","10563",0.05381
1842554.73,6057697.411,7.313,"echo","10564",0.05388
1842556.398,6057698.146,7.414,"echo","10565",0.05378
1842558.178,6057698.558,7.32,"echo","10566",0.05524
1842559.907,6057699.352,7.333,"echo","10567",0.05392
1842561.538,6057700.479,7.375,"echo","10568",0.05397
1842563.189,6057701.188,7.399,"echo","10569",0.05405
1842565.033,6057701.534,7.31,"echo","10570",0.05408
1842566.666,6057702.169,7.337,"echo","10571",0.05413
1842568.378,6057703.321,7.387,"echo","10572",0.05418
1842570.003,6057704.072,7.345,"echo","10573",0.05422
1842571.842,6057704.371,7.331,"echo","10574",0.0546
1842573.406,6057704.875,7.353,"echo","10575",0.05466
1842574.852,6057704.867,7.171,"echo","10576",0.05453
1842575.986,6057705.318,7.354,"echo","10577",0.05442
1842577.46,6057705.88,7.362,"echo","10578",0.05452
1842578.91,6057706.77,7.392,"echo","10579",0.05465
1842580.482,6057707.176,7.415,"echo","10580",0.0548
1842582.059,6057707.429,7.465,"echo","10581",0.0544
1842583.8,6057708.281,7.417,"echo","10582",0.05463
1842585.338,6057709.23,7.356,"echo","10583",0.05582
1842587.141,6057709.66,7.4,"echo","10584",0.05814
1842588.904,6057710.039,7.472,"echo","10585",0.05386
1842590.386,6057710.372,7.464,"echo","10586",0.05426
1842591.634,6057710.719,7.482,"echo","10587",0.05676
1842593.069,6057711.216,7.435,"echo","10588",0.05726
1842594.559,6057712.013,7.428,"echo","10589",0.05773
1842595.998,6057712.586,7.497,"echo","10590",0.05818
1842597.615,6057712.735,7.342,"echo","10591",0.05419
1842599.28,6057713.381,7.331,"echo","10592",0.05423
1842600.863,6057714.143,7.407,"echo","10593",0.05498
1842602.476,6057714.553,7.388,"echo","10594",0.05512
1842604.084,6057714.901,7.371,"echo","10595",0.0544
1842605.975,6057715.969,7.28,"echo","10596",0.05647
1842607.616,6057716.801,7.364,"echo","10597",0.05461
1842609.446,6057717.182,7.342,"echo","10598",0.05519
1842611.08,6057717.649,7.321,"echo","10599",0.05523
1842612.825,6057718.727,7.346,"echo","10600",0.05548
1842614.378,6057719.616,7.489,"echo","10601",0.05578
1842616.172,6057720.004,7.36,"echo","10602",0.05787
1842617.723,6057720.466,7.441,"echo","10603",0.05538
1842619.467,6057721.36,7.418,"echo","10604",0.05832
1842620.983,6057722.296,7.492,"echo","10605",0.05885
1842622.705,6057722.884,7.448,"echo","10606",0.05904
1842624.351,6057723.242,7.467,"echo","10607",0.05946
1842626.221,6057724.282,7.428,"echo","10608",0.05999
1842627.867,6057725.39,7.389,"echo","10609",0.05461
1842629.748,6057726.081,7.44,"echo","10610",0.05467
1842631.579,6057726.522,7.372,"echo","10611",0.05468
1842633.433,6057727.389,7.306,"echo","10612",0.05473
1842635.152,6057728.434,7.453,"echo","10613",0.05517
1842636.869,6057729.113,7.445,"echo","10614",0.05545
1842638.687,6057729.348,7.362,"echo","10615",0.05499
1842640.528,6057730.018,7.248,"echo","10616",0.05499
1842642.402,6057731.251,7.386,"echo","10617",0.05493
1842644.119,6057732.105,7.357,"echo","10618",0.05597
1842646.032,6057732.475,7.33,"echo","10619",0.05585
1842647.698,6057733.137,7.334,"echo","10620",0.05541
1842649.53,6057734.253,7.38,"echo","10621",0.05528
1842651.134,6057735.056,7.391,"echo","10622",0.05533
1842652.976,6057735.469,7.409,"echo","10623",0.05555
1842654.765,6057736.218,7.341,"echo","10624",0.05542
1842656.46,6057737.263,7.43,"echo","10625",0.05546
1842658.329,6057737.852,7.408,"echo","10626",0.0555
1842660.176,6057738.3,7.377,"echo","10627",0.0551
1842662.003,6057739.127,7.325,"echo","10628",0.05499
1842663.691,6057740.037,7.393,"echo","10629",0.05524
1842665.555,6057740.419,7.395,"echo","10630",0.05505
1842667.261,6057740.808,7.422,"echo","10631",0.05531
1842669.075,6057741.594,7.394,"echo","10632",0.05577
1842670.863,6057741.892,7.397,"echo","10633",0.0549
1842672.577,6057741.927,7.397,"echo","10634",0.05442
1842674.539,6057742.46,7.373,"echo","10635",0.0543
1842676.441,6057743.08,7.348,"echo","10636",0.05504
1842678.212,6057743.82,7.449,"echo","10637",0.05452
1842679.896,6057744.717,7.4,"echo","10638",0.05486
1842681.636,6057745.302,7.465,"echo","10639",0.05475
1842683.362,6057745.516,7.406,"echo","10640",0.05482
1842685.12,6057746.637,7.412,"echo","10641",0.05493
1842686.66,6057747.681,7.407,"echo","10642",0.05513
1842688.31,6057748.438,7.447,"echo","10643",0.05545
1842689.971,6057748.908,7.42,"echo","10644",0.05542
1842691.502,6057749.969,7.429,"echo","10645",0.05491
1842692.845,6057751.019,7.488,"echo","10646",0.05629
1842694.736,6057751.505,7.412,"echo","10647",0.05642
1842696.375,6057751.933,7.453,"echo","10648",0.05562
1842697.792,6057752.353,7.493,"echo","10649",0.0565
1842699.335,6057753.365,7.495,"echo","10650",0.05606
1842700.837,6057754.712,7.498,"echo","10651",0.0565
1842702.325,6057755.711,7.495,"echo","10652",0.0565
1842704.071,6057756.243,7.441,"echo","10653",0.05983
1842705.593,6057757.369,7.476,"echo","10654",0.0619
1842707.029,6057758.837,7.437,"echo","10655",0.05549
1842708.569,6057759.945,7.491,"echo","10656",0.05675
1842710.328,6057760.681,7.398,"echo","10657",0.05602
1842711.81,6057761.994,7.434,"echo","10658",0.05654
1842713.134,6057763.435,7.517,"echo","10659",0.05726
1842714.673,6057764.518,7.476,"echo","10660",0.0607
1842716.394,6057765.293,7.362,"echo","10661",0.06517
1842717.884,6057766.257,7.397,"echo","10662",0.06209
1842719.154,6057767.573,7.612,"echo","10663",0.06223
1842721.079,6057767.808,7.476,"echo","10664",0.06285
1842722.598,6057768.286,7.529,"echo","10665",0.06456
1842724.555,6057769.259,7.554,"echo","10666",0.06805
1842726.36,6057769.889,7.435,"echo","10667",0.06502
1842728.153,6057770.64,7.446,"echo","10668",0.06554
1842729.998,6057771.644,7.555,"echo","10669",0.06602
1842731.751,6057772.179,7.498,"echo","10670",0.0665
1842733.649,6057772.429,7.404,"echo","10671",0.06723
1842735.378,6057773.003,7.52,"echo","10672",0.0728
1842737.126,6057774.006,7.639,"echo","10673",0.07563
1842738.903,6057774.489,7.565,"echo","10674",0.07883
1842740.608,6057774.809,7.601,"echo","10675",0.07806
1842742.501,6057775.722,7.625,"echo","10676",0.07882
1842744.226,6057776.693,7.466,"echo","10677",0.06765
1842746.088,6057777.293,7.269,"echo","10678",0.0723
1842747.894,6057777.671,7.363,"echo","10679",0.06896
1842749.741,6057778.648,7.53,"echo","10680",0.05879
1842751.503,6057779.737,7.594,"echo","10681",0.06294
1842753.547,6057780.335,7.5,"echo","10682",0.06372
1842755.4,6057780.932,7.571,"echo","10683",0.06953
1842757.128,6057781.654,7.633,"echo","10684",0.07404
1842759.036,6057781.686,7.616,"echo","10685",0.07756
1842760.744,6057782.034,7.647,"echo","10686",0.077
1842762.978,6057782.855,7.59,"echo","10687",0.0683
1842764.988,6057783.6,7.647,"echo","10688",0.0726
1842767.059,6057783.934,7.514,"echo","10689",0.07782
1842768.905,6057784.258,7.587,"echo","10690",0.07922
1842771.136,6057785.015,7.374,"echo","10691",0.06349
1842772.973,6057785.832,7.456,"echo","10692",0.06351
1842774.926,6057786.011,7.498,"echo","10693",0.06376
1842776.714,6057786.424,7.477,"echo","10694",0.06446
1842778.692,6057787.581,7.441,"echo","10695",0.0643
1842780.455,6057788.469,7.522,"echo","10696",0.06453
1842782.605,6057788.668,7.303,"echo","10697",0.06567
1842784.394,6057789.119,7.272,"echo","10698",0.06499
1842786.282,6057790.164,7.354,"echo","10699",0.0652
1842787.943,6057791.039,7.427,"echo","10700",0.06541
1842789.896,6057791.321,7.373,"echo","10701",0.0621
1842791.571,6057791.701,7.411,"echo","10702",0.06321
1842793.462,6057792.624,7.407,"echo","10703",0.0635
1842795.092,6057793.511,7.523,"echo","10704",0.06376
1842796.963,6057793.934,7.453,"echo","10705",0.06184
1842798.643,6057794.217,7.353,"echo","10706",0.06107
1842800.588,6057795.105,7.362,"echo","10707",0.06207
1842802.342,6057796.119,7.44,"echo","10708",0.06792
1842804.337,6057796.456,7.426,"echo","10709",0.07351
1842806.217,6057796.529,7.366,"echo","10710",0.07327
1842808.283,6057797.391,7.483,"echo","10711",0.06632
1842810.287,6057798.157,7.332,"echo","10712",0.06671
1842811.88,6057798.816,7.281,"echo","10713",0.08095
1842813.218,6057799.393,7.591,"echo","10714",0.08517
1842814.701,6057799.649,7.451,"echo","10715",0.07772
1842816.255,6057799.59,7.285,"echo","10716",0.07888
1842817.944,6057800.411,7.414,"echo","10717",0.07463
1842819.471,6057801.164,7.333,"echo","10718",0.0869
1842821.312,6057801.231,7.369,"echo","10719",0.0829
1842822.88,6057801.608,7.413,"echo","10720",0.08218
1842824.564,6057802.387,7.522,"echo","10721",0.08311
1842826.296,6057802.608,7.49,"echo","10722",0.08423
1842828.052,6057802.346,7.419,"echo","10723",0.08583
1842831.657,6057803.031,7.529,"echo","10724",0.07207
1842833.403,6057803.329,7.63,"echo","10725",0.07745
1842835.206,6057803.108,7.429,"echo","10726",0.07838
1842836.924,6057803.183,7.516,"echo","10727",0.08097
1842838.808,6057803.685,7.571,"echo","10728",0.07746
1842840.493,6057803.898,7.653,"echo","10729",0.07915
1842842.223,6057803.62,7.402,"echo","10730",0.08215
1842843.977,6057803.769,7.37,"echo","10731",0.08295
1842845.743,6057804.306,7.586,"echo","10732",0.06662
1842847.482,6057804.267,7.592,"echo","10733",0.07042
1842849.135,6057803.959,7.462,"echo","10734",0.07688
1842850.995,6057804.12,7.574,"echo","10735",0.07743
1842852.903,6057804.562,7.589,"echo","10736",0.0669
1842854.683,6057804.509,7.546,"echo","10737",0.07135
1842856.383,6057804.1,7.439,"echo","10738",0.06746
1842858.296,6057804.17,7.397,"echo","10739",0.07184
1842860.19,6057804.579,7.415,"echo","10740",0.06771
1842861.975,6057804.373,7.505,"echo","10741",0.06989
1842863.548,6057804.067,7.564,"echo","10742",0.06815
1842865.502,6057804.169,7.513,"echo","10743",0.06805
1842867.397,6057804.427,7.458,"echo","10744",0.06834
1842869.198,6057804.297,7.515,"echo","10745",0.06867
1842870.827,6057804.081,7.459,"echo","10746",0.06856
1842872.713,6057804.328,7.432,"echo","10747",0.06912
1842874.426,6057804.591,7.38,"echo","10748",0.06855
1842876.215,6057804.439,7.49,"echo","10749",0.07285
1842877.853,6057804.174,7.339,"echo","10750",0.079
1842879.74,6057804.236,7.285,"echo","10751",0.08013
1842881.443,6057804.473,7.352,"echo","10752",0.08185
1842883.154,6057804.208,7.392,"echo","10753",0.07977
1842884.693,6057803.993,7.401,"echo","10754",0.07892
1842886.455,6057804.168,7.482,"echo","10755",0.08015
1842888.092,6057804.295,7.392,"echo","10756",0.0807
1842889.735,6057804.034,7.31,"echo","10757",0.08543
1842891.176,6057803.799,7.418,"echo","10758",0.08441
1842893.032,6057803.961,7.379,"echo","10759",0.08481
1842894.731,6057804.268,7.543,"echo","10760",0.08883
1842896.351,6057804.233,7.494,"echo","10761",0.08449
1842897.996,6057803.974,7.332,"echo","10762",0.08558
1842899.565,6057803.986,7.407,"echo","10763",0.0858
1842901.243,6057804.225,7.393,"echo","10764",0.0864
1842902.865,6057804.193,7.391,"echo","10765",0.08898
1842904.462,6057803.892,7.251,"echo","10766",0.08755
1842906.115,6057803.939,7.358,"echo","10767",0.0881
1842911.271,6057803.801,7.244,"echo","10770",0.08959
1842925.466,6057803.014,7.38,"echo","10778",0.07001
1842927.077,6057802.704,7.382,"echo","10779",0.07091
1842929.171,6057802.818,7.278,"echo","10780",0.06745
1842931.067,6057802.893,7.379,"echo","10781",0.06799
1842932.942,6057802.516,7.448,"echo","10782",0.06782
1842934.597,6057802.216,7.385,"echo","10783",0.06781
1842936.639,6057802.441,7.298,"echo","10784",0.06668
1842938.487,6057802.64,7.384,"echo","10785",0.06688
1842940.254,6057802.363,7.351,"echo","10786",0.06734
1842941.897,6057802.233,7.421,"echo","10787",0.06714
1842943.946,6057802.619,7.338,"echo","10788",0.07253
1842945.65,6057802.9,7.507,"echo","10789",0.06766
1842947.502,6057802.729,7.62,"echo","10790",0.06868
1842949.184,6057802.554,7.721,"echo","10791",0.08278
1842952.657,6057802.85,7.573,"echo","10793",0.07068
1842954.285,6057802.158,7.587,"echo","10794",0.0721
1842955.903,6057801.953,7.493,"echo","10795",0.07238
1842957.994,6057801.893,7.565,"echo","10796",0.07149
1842959.762,6057801.593,7.532,"echo","10797",0.08451
1843129.278,6057824.778,7.692,"echo","10902",0.07321
1843129.216,6057824.195,7.7,"echo","10903",0.07324
1843129.116,6057823.329,7.656,"echo","10904",0.07413
1843129.287,6057822.442,7.533,"echo","10905",0.07429
1843129.535,6057821.165,7.589,"echo","10906",0.07759
1843083.127,6057824.655,7.383,"echo","10939",0.07815
1842964.08,6057811.618,7.352,"echo","11015",0.07255
1842962.474,6057812.032,7.293,"echo","11016",0.07273
1842960.452,6057811.824,7.223,"echo","11017",0.07264
1842958.967,6057811.529,7.462,"echo","11018",0.07358
1842957.364,6057811.456,7.289,"echo","11019",0.07276
1842955.842,6057811.272,7.306,"echo","11020",0.07298
1842954.655,6057810.804,7.302,"echo","11021",0.07285
1842953.894,6057810.101,7.305,"echo","11022",0.07288
1842952.792,6057809.678,7.368,"echo","11023",0.07292
1842951.8,6057809.341,7.391,"echo","11024",0.07297
1842950.483,6057809.403,7.413,"echo","11025",0.07313
1842949.416,6057809.332,7.195,"echo","11026",0.07394
1842947.977,6057808.84,7.349,"echo","11027",0.07309
1842946.629,6057808.93,7.356,"echo","11028",0.07315
1842945.508,6057809.537,7.368,"echo","11029",0.07319
1842944.662,6057809.908,7.329,"echo","11030",0.07323
1842944.126,6057810.562,7.305,"echo","11031",0.07368
1842942.695,6057811.214,7.243,"echo","11032",0.07328
1842940.937,6057811.921,7.318,"echo","11033",0.0735
1842939.542,6057812.684,7.297,"echo","11034",0.07335
1842937.588,6057813.4,7.301,"echo","11035",0.07338
1842936.124,6057814.001,7.299,"echo","11036",0.07341
1842934.233,6057814.185,7.315,"echo","11037",0.07342
1842932.537,6057814.039,7.35,"echo","11038",0.07378
1842931.088,6057813.806,7.352,"echo","11039",0.07364
1842929.675,6057812.939,7.341,"echo","11040",0.07358
1842928.356,6057812.426,7.418,"echo","11041",0.07347
1842926.742,6057812.104,7.354,"echo","11042",0.07349
1842925.358,6057811.306,7.354,"echo","11043",0.07351
1842924.22,6057810.165,7.473,"echo","11044",0.07755
1842922.523,6057809.502,7.164,"echo","11045",0.07754
1842920.949,6057808.836,7.231,"echo","11046",0.07444
1842919.572,6057807.638,7.273,"echo","11047",0.07333
1842917.956,6057806.86,7.253,"echo","11048",0.07359
1842916.324,6057806.353,7.374,"echo","11049",0.07422
1842914.806,6057805.583,7.383,"echo","11050",0.07382
1842913.354,6057804.78,7.482,"echo","11051",0.07767
1842911.665,6057804.922,7.332,"echo","11052",0.08396
1842910.485,6057804.837,7.448,"echo","11053",0.08928
1842909.417,6057805.424,7.332,"echo","11054",0.08621
1842908.588,6057805.781,7.393,"echo","11055",0.08523
1842907.692,6057806.451,7.282,"echo","11056",0.08625
1842905.649,6057808.275,7.32,"echo","11058",0.08809
1842905.128,6057809.477,7.329,"echo","11059",0.08868
1842903.833,6057810.817,7.359,"echo","11060",0.08946
1842895.588,6057817.744,7.393,"echo","11066",0.07258
1842894.173,6057818.291,7.327,"echo","11067",0.07259
1842892.351,6057818.193,7.362,"echo","11068",0.07257
1842891.073,6057818.116,7.354,"echo","11069",0.07227
1842889.695,6057817.449,7.425,"echo","11070",0.07028
1842888.685,6057816.602,7.373,"echo","11071",0.07022
1842887.442,6057816.141,7.403,"echo","11072",0.07046
1842886.036,6057815.671,7.371,"echo","11073",0.07029
1842884.834,6057814.464,7.371,"echo","11074",0.07048
1842883.879,6057813.11,7.465,"echo","11075",0.07054
1842882.422,6057812.048,7.475,"echo","11076",0.07093
1842881.194,6057810.951,7.367,"echo","11077",0.07101
1842880.149,6057809.365,7.429,"echo","11078",0.07526
1842878.947,6057808.134,7.337,"echo","11079",0.07988
1842877.603,6057807.079,7.436,"echo","11080",0.08088
1842876.458,6057805.799,7.386,"echo","11081",0.08202
1842875.48,6057804.6,7.396,"echo","11082",0.08391
1842873.965,6057803.953,7.436,"echo","11083",0.07006
1842872.874,6057803.413,7.43,"echo","11084",0.07016
1842871.685,6057803.495,7.437,"echo","11085",0.07027
1842870.781,6057803.416,7.331,"echo","11086",0.07453
1842869.094,6057803.255,7.53,"echo","11087",0.07049
