"Point","North_cor","East_cor","BedSE","WaterSE","Depth_cor","Code","VertPrec"
"4479",1842074.071,6057096.636,11.615,7.756,3.209,"echo",0.02915
"4480",1842072.688,6057095.237,11.608,7.749,3.209,"echo",0.02916
"4481",1842071.652,6057093.149,11.572,7.779,3.143,"echo",0.02916
"4482",1842070.556,6057091.455,11.687,7.795,3.242,"echo",0.0293
"4483",1842069.138,6057090.025,11.621,7.762,3.209,"echo",0.02945
"4484",1842067.929,6057088.425,11.644,7.785,3.209,"echo",0.02918
"4485",1842066.89,6057086.719,11.647,7.788,3.209,"echo",0.02918
"4486",1842065.525,6057085.373,11.685,7.793,3.242,"echo",0.02918
"4487",1842064.235,6057084.11,11.654,7.762,3.242,"echo",0.02937
"4488",1842063.095,6057082.142,11.656,7.797,3.209,"echo",0.02918
"4489",1842061.948,6057080.587,11.733,7.776,3.307,"echo",0.02919
"4490",1842060.591,6057079.291,11.73,7.74,3.34,"echo",0.02946
"4491",1842059.41,6057077.464,11.742,7.752,3.34,"echo",0.0292
"4492",1842058.4,6057075.786,11.734,7.777,3.307,"echo",0.02963
"4493",1842056.885,6057074.472,11.684,7.727,3.307,"echo",0.02917
"4494",1842055.636,6057073.053,11.72,7.73,3.34,"echo",0.02917
"4495",1842054.498,6057071.138,11.852,7.796,3.406,"echo",0.02916
"4496",1842053.151,6057069.68,11.778,7.788,3.34,"echo",0.02916
"4497",1842051.721,6057068.557,11.733,7.743,3.34,"echo",0.02917
"4498",1842050.483,6057066.743,11.715,7.725,3.34,"echo",0.02917
"4499",1842049.471,6057065.011,11.895,7.839,3.406,"echo",0.02931
"4500",1842048.122,6057063.579,11.892,7.803,3.439,"echo",0.02918
"4501",1842046.883,6057062.275,11.856,7.8,3.406,"echo",0.02919
"4502",1842045.784,6057060.318,11.868,7.779,3.439,"echo",0.0292
"4503",1842044.686,6057058.746,11.821,7.732,3.439,"echo",0.0292
"4504",1842043.237,6057057.371,11.959,7.772,3.537,"echo",0.02923
"4505",1842042.044,6057055.706,11.602,7.743,3.209,"echo",0.02923
"4506",1842041.018,6057053.894,11.951,7.764,3.537,"echo",0.02961
"4507",1842039.657,6057052.442,11.955,7.768,3.537,"echo",0.0292
"4508",1842038.339,6057051.209,11.864,7.71,3.504,"echo",0.02918
"4509",1842037.191,6057049.254,11.957,7.77,3.537,"echo",0.02922
"4510",1842036.078,6057047.662,12.053,7.8,3.603,"echo",0.02923
"4511",1842034.595,6057046.35,11.933,7.746,3.537,"echo",0.02922
"4512",1842033.39,6057044.732,12.024,7.771,3.603,"echo",0.02923
"4513",1842032.286,6057042.828,12.102,7.816,3.636,"echo",0.02935
"4514",1842030.913,6057041.364,12.056,7.77,3.636,"echo",0.02922
